OG_INDEX,PKGID,ORDER,BORROWERID,BORROWER,CLEAN_BORROWER,ABBR,COUNTRY,COUNTRYISO3,ISIC,TYPE,PURPOSE,CLUSTER
823,197401417,1,B5729,UNIONAMERICAN INC.,UNIONAMERICAN INC,,UNITED STATES,USA,K64,,,986
824,197401418,1,B3322,KRAFT CORPORATION,KRAFT CORPORATION,,UNITED STATES,USA,C10,,,5875
825,197401419,1,B4227,PACIFIC POWER & LIGHT CO.,PACIFIC POWER LIGHT CO,,UNITED STATES,USA,D35,,,8432
826,197401420,1,B5214,SOUTH CAROLINA ELECTRIC & GAS CO.,SOUTH CAROLINA ELECTRIC GAS CO,,UNITED STATES,USA,D35,,,8802
827,197401421,1,B1512,COMPUTER INVESTORS GROUP INC.,COMPUTER INVESTORS GROUP INC,,UNITED STATES,USA,K64,,,710
828,197401422,1,B2235,FIRST NATIONAL HOLDING CROP.,FIRST NATIONAL HOLDING CROP,,UNITED STATES,USA,K64,,,117
829,197401423,1,B3542,MACMILLAN INC.,MACMILLAN INC,,UNITED STATES,USA,C18,,,1000
830,197401424,1,B0805,BENEFICIAL CORPORATION,BENEFICIAL CORPORATION,,UNITED STATES,USA,K64,,,5813
831,197401425,1,B1099,CAROLINA POWER & LIGHT CO.,CAROLINA POWER LIGHT CO,,UNITED STATES,USA,D35,,,8440
832,197401426,1,B6015,XEROX CORPORATION,XEROX CORPORATION,,UNITED STATES,USA,C18,,,5840
833,197401427,1,B0254,AMERICAN MEDICAL INTERNATIONAL INC.,AMERICAN MEDICAL INTERNATIONAL INC,,UNITED STATES,USA,Q86,,,5380
834,197401428,1,B1104,CARTER HAWLEY HALE,CARTER HAWLEY HALE,,UNITED STATES,USA,G46,,,4687
835,197401429,1,B3448,LEVI STRAUSS & CO.,LEVI STRAUSS CO,,UNITED STATES,USA,C14,,,8119
836,197401430,1,B3492,LOCTITE CORPORATION,LOCTITE CORPORATION,,UNITED STATES,USA,C32,,,5825
837,197401431,1,B5268,SPERRY RAND,SPERRY RAND,,UNITED STATES,USA,C28,,,4470
838,197401432,1,B0244,AMERICAN AIR FILTER INTERNATIONAL FINANCE N.V.,AMERICAN AIR FILTER INTERNATIONAL FINANCE NV,,UNITED STATES,USA,C28,,,5528
839,197401433,1,B3701,METROPOLITAN EDISON,METROPOLITAN EDISON,,UNITED STATES,USA,D35,,,2586
840,197401434,1,B5532,THE WICKES CORPORATION,WICKES CORPORATION,,UNITED STATES,USA,C28,,,5837
841,197401435,1,B1365,CLEVELAND ELECTRIC ILLUMINATING CO.,CLEVELAND ELECTRIC ILLUMINATING CO,,UNITED STATES,USA,D35,,,8811
842,197401436,1,B2562,GRAND BASSA TANKERS,GRAND BASSA TANKERS,,UNITED STATES,USA,,,,3535
843,197401437,1,B3847,NABISCO INC.,NABISCO INC,,UNITED STATES,USA,C10,,,929
844,197401438,1,B1561,CONTINENTAL TELEPHONE CORP.,CONTINENTAL TELEPHONE CORP,,UNITED STATES,USA,M74,,,5222
845,197401439,1,B3024,INTERNATIONAL HARVESTER CO.,INTERNATIONAL HARVESTER CO,,UNITED STATES,USA,C28,,,8223
846,197401440,1,B3038,INTERNATIONAL UTILITIES CORPORATION,INTERNATIONAL UTILITIES CORPORATION,,UNITED STATES,USA,U99,,,5352
847,197401441,1,B0485,AVNET INC.,AVNET INC,,UNITED STATES,USA,C27,,,990
848,197401442,1,B5834,VENEZOLANA DEL NITROGENO,VENEZOLANA DEL NITROGENO,,VENEZUELA,VEN,C32,,,10027
849,197401443,1,B3485,LJUBLJANSKA BANKA,LJUBLJANSKA BANKA,,YUGOSLAVIA,YUG,K64,,,2013
850,197401444,1,B5322,STEELWORKS JESENICE,STEELWORKS JESENICE,,YUGOSLAVIA,YUG,C24,,,4564
851,197401445,1,B3485,LJUBLJANSKA BANKA,LJUBLJANSKA BANKA,,YUGOSLAVIA,YUG,K64,,,2013
852,197401446,1,B0812,BEOGRADSKA BANKA,BEOGRADSKA BANKA,,YUGOSLAVIA,YUG,K64,,,2017
853,197401447,1,B1842,DUBROVACKA BANKA DUBROVNIK,DUBROVACKA BANKA DUBROVNIK,,YUGOSLAVIA,YUG,K64,,,2034
854,197401448,1,B6071,ZELJEZARA BORIS KIDRIC,ZELJEZARA BORIS KIDRIC,,YUGOSLAVIA,YUG,C24,,,3876
855,197401449,1,B3183,JUGOSLOVENSKA POLJOPRIVREDNA BANKA,JUGOSLOVENSKA POLJOPRIVREDNA BANKA,,YUGOSLAVIA,YUG,K64,,,2037
856,197401450,1,B3485,LJUBLJANSKA BANKA,LJUBLJANSKA BANKA,,YUGOSLAVIA,YUG,K64,,,2013
857,197401451,1,B3873,NATIONAL BANK OF YUGOSLAVIA,NATIONAL BANK YUGOSLAVIA,,YUGOSLAVIA,YUG,K64,,,3
858,197401452,1,B5681,UNITED BANK ZAGREB,UNITED BANK ZAGREB,,YUGOSLAVIA,YUG,K64,,,348
859,197401453,1,B3485,LJUBLJANSKA BANKA,LJUBLJANSKA BANKA,,YUGOSLAVIA,YUG,K64,,,2013
860,197401454,1,B3692,METALURSKI KOMBINAT SMEDEREVO,METALURSKI KOMBINAT SMEDEREVO,,YUGOSLAVIA,YUG,C23,,,3501
861,197401455,1,B6072,ZELJEZNICKO TRANSPORTNO PODUZECE ZAGREB,ZELJEZNICKO TRANSPORTNO PODUZECE ZAGREB,,YUGOSLAVIA,YUG,H49,,,3498
862,197401456,1,B3690,METALUGRISKI KOMBINAT ZELJEZARA SISAK,METALUGRISKI KOMBINAT ZELJEZARA SISAK,,YUGOSLAVIA,YUG,C24,,,3504
863,197401457,1,B1937,ELEKTROPRIVREDA ZAGREB,ELEKTROPRIVREDA ZAGREB,,YUGOSLAVIA,YUG,,,,3499
864,197401457,2,B4884,SAVSKE ELEKTRARNE LJUBLJANA,SAVSKE ELEKTRARNE LJUBLJANA,,YUGOSLAVIA,YUG,,,,3807
865,197401458,1,B6055,YUGOSLAV AIRLINES,YUGOSLAV AIRLINES,JAT,YUGOSLAVIA,YUG,H51,,,6276
866,197401459,1,B3485,LJUBLJANSKA BANKA,LJUBLJANSKA BANKA,,YUGOSLAVIA,YUG,K64,,,2013
867,197401460,1,B4761,RUDARSKO ELEKTRO ENERGETSKI KOMBINAT VELENJE TOZD SOSTANJ,RUDARSKO ELEKTRO ENERGETSKI KOMBINAT VELENJE TOZD SOSTANJ,,YUGOSLAVIA,YUG,,,,3509
868,197401461,1,B5362,SUMSKO POLJOPRIVREDNO INDUSTRIJSKI KOMBINAT IVANJICA,SUMSKO POLJOPRIVREDNO INDUSTRIJSKI KOMBINAT IVANJICA,,YUGOSLAVIA,YUG,C13,,,3507
869,197401462,1,B1936,ELEKTROGOSPODARSTVA SLOVENIJE,ELEKTROGOSPODARSTVA SLOVENIJE,,YUGOSLAVIA,YUG,D35,,,4471
870,197401463,1,B5151,SOCIETE NATIONALE D'ELECTRICITE,SOCIETE NATIONALE DELECTRICITE,SNEL,ZAIRE,ZAR,D35,,,9477
871,197401464,1,B5151,SOCIETE NATIONALE D'ELECTRICITE,SOCIETE NATIONALE DELECTRICITE,SNEL,ZAIRE,ZAR,D35,,,9477
872,197401465,1,B2551,REPUBLIC OF ZAIRE,REPUBLIC ZAIRE,,ZAIRE,ZAR,O84,,,589
873,197501001,1,B5197,SONATRACH,SONATRACH,,ALGERIA,DZA,D35,,,678
874,197501002,1,B0735,BANQUE EXTERIEURE D'ALGERIE,BANQUE EXTERIEURE DALGERIE,,ALGERIA,DZA,K64,,,9412
875,197501003,1,B0742,BANQUE NATIONALE D'ALGERIE,BANQUE NATIONALE DALGERIE,,ALGERIA,DZA,K64,,,9411
876,197501004,1,B1500,COMPANIA ITALO-ARGENTINA DE ELECTRICIDAD,COMPANIA ITALOARGENTINA DE ELECTRICIDAD,,ARGENTINA,ARG,D35,,,10619
877,197501005,1,B1698,DALMINE SIDERCA SAIC,DALMINE SIDERCA SAIC,,ARGENTINA,ARG,C24,,,3311
878,197501006,1,B4502,PROPULSORA SIDERURGICA SAIC,PROPULSORA SIDERURGICA SAIC,,ARGENTINA,ARG,O84,,,2823
879,197501007,1,B3160,JOHN LYSAGHT AUSTRALIA LTD.,JOHN LYSAGHT AUSTRALIA LTD,,AUSTRALIA,AUS,K64,,,7155
880,197501007,2,B3160,LYSAGHT AUSTRALIA FINANCE,LYSAGHT AUSTRALIA FINANCE,,AUSTRALIA,AUS,,,,7191
881,197501008,1,B0961,BROKEN HILL PROPRIETARY,BROKEN HILL PROPRIETARY,,AUSTRALIA,AUS,B07,,,3050
882,197501009,1,B3842,MYER EMPORIUM,MYER EMPORIUM,,AUSTRALIA,AUS,C14,,,4598
883,197501010,1,B1665,CSR LTD,CSR LTD,,AUSTRALIA,AUS,F41,,,6401
884,197501011,1,B4126,OESTERREICHISCHE KONTROLLBANK,OESTERREICHISCHE KONTROLLBANK,,AUSTRIA,AUT,K64,,,2787
885,197501012,1,B2446,REPUBLIC OF AUSTRIA,REPUBLIC AUSTRIA,,AUSTRIA,AUT,O84,,,578
886,197501013,1,B4126,OESTERREICHISCHE KONTROLLBANK,OESTERREICHISCHE KONTROLLBANK,,AUSTRIA,AUT,K64,,,2787
887,197501014,1,B5707,UNION AGROINDUSTRIAL DE CANEROS,UNION AGROINDUSTRIAL DE CANEROS,,BOLIVIA,BOL,C10,,,9003
888,197501015,1,B6026,YACIMIENTOS PETROLIFEROS FISCALES BOLIVIANO,YACIMIENTOS PETROLIFEROS FISCALES BOLIVIANO,YPFB,BOLIVIA,BOL,D35,,,2305
889,197501016,1,B2454,REPUBLIC OF BOLIVIA,REPUBLIC BOLIVIA,,BOLIVIA,BOL,O84,,,561
890,197501017,1,B2454,REPUBLIC OF BOLIVIA,REPUBLIC BOLIVIA,,BOLIVIA,BOL,O84,,,561
891,197501018,1,B1987,EMPRESS NACIONAL DE FUNDICIONES,EMPRESS NACIONAL DE FUNDICIONES,,BOLIVIA,BOL,C24,,,10575
892,197501019,1,B2454,REPUBLIC OF BOLIVIA,REPUBLIC BOLIVIA,,BOLIVIA,BOL,O84,,,561
893,197501020,1,B1492,COMPANHIA VALE DO RIO DOCE,COMPANHIA VALE DO RIO DOCE,,BRAZIL,BRA,C24,,,9993
894,197501021,1,B2457,FEDERATIVE REPUBLIC OF BRAZIL,FEDERATIVE REPUBLIC BRAZIL,,BRAZIL,BRA,O89,,,564
895,197501022,1,B2919,INDUSTRIA TEXTIL SERIDO,INDUSTRIA TEXTIL SERIDO,,BRAZIL,BRA,,,,3626
896,197501023,1,B3750,MINERACAO RIO DE NORTE,MINERACAO RIO DE NORTE,,BRAZIL,BRA,B07,,,9740
897,197501024,1,B2457,STATE OF MINAS GERAIS,STATE MINAS GERAIS,,BRAZIL,BRA,O84,,,1904
898,197501025,1,B0593,BANCO DO ESTADO DE SANTA CATERINA,BANCO DO ESTADO DE SANTA CATERINA,,BRAZIL,BRA,K64,,,10369
899,197501026,1,B0634,BANCO NACIONAL DO DESENVOLVIMENTO ECONOMICO,BANCO NACIONAL DO DESENVOLVIMENTO ECONOMICO,BNDE,BRAZIL,BRA,K64,,,10281
900,197501027,1,B1490,COMPANHIA TELEFONICA BORDA DO CAMPO,COMPANHIA TELEFONICA BORDA DO CAMPO,,BRAZIL,BRA,J61,,,9964
901,197501028,1,B4647,REDE FERROVIARIA FEDERAL,REDE FERROVIARIA FEDERAL,,BRAZIL,BRA,O84,,,9038
902,197501029,1,B2457,STATE OF SAO PAULO,STATE SAO PAULO,,BRAZIL,BRA,O84,,,9369
903,197501030,1,B5470,TELECOMUNICACOES DE SAO PAULO,TELECOMUNICACOES DE SAO PAULO,,BRAZIL,BRA,J61,,,9381
904,197501031,1,B1166,CENTRAIS ELETRICAS DO SUL DO BRASIL,CENTRAIS ELETRICAS DO SUL DO BRASIL,,BRAZIL,BRA,D35,,,9956
905,197501032,1,B1482,COMPANHIA HIDRO ELECTRICA DE SAO FRANCISCO,COMPANHIA HIDRO ELECTRICA DE SAO FRANCISCO,,BRAZIL,BRA,D35,,,9408
906,197501033,1,B2172,FERROVIA PAULISTA,FERROVIA PAULISTA,FEPASA,BRAZIL,BRA,H49,,,3678
907,197501034,1,B1161,FURNAS CENTRAIS ELECTRICAS,FURNAS CENTRAIS ELECTRICAS,,BRAZIL,BRA,D35,,,8987
908,197501035,1,B3466,LIGHT-SERVICES DE ELECTRICIDADE,LIGHTSERVICES DE ELECTRICIDADE,,BRAZIL,BRA,D35,,,9532
909,197501036,1,B2435,COMPANHIA GOODYEAR DO BRASIL,COMPANHIA GOODYEAR DO BRASIL,,BRAZIL,BRA,C30,,,9969
910,197501037,1,B2457,PREFEITURA DE MUNICIPIO DE SAN PAULO,PREFEITURA DE MUNICIPIO DE SAN PAULO,,BRAZIL,BRA,O84,,,9901
911,197501038,1,B5470,TELECOMUNICACOES DE SAO PAULO,TELECOMUNICACOES DE SAO PAULO,,BRAZIL,BRA,J61,,,9381
912,197501039,1,B5800,USINAS SIDERURGICAS DE MINAS GERAIS,USINAS SIDERURGICAS DE MINAS GERAIS,,BRAZIL,BRA,C24,,,9327
913,197501040,1,B1314,CIA.CERVEJARIA BRAHMA,CIACERVEJARIA BRAHMA,,BRAZIL,BRA,C11,,,4518
914,197501041,1,B2457,PREFEITURA DE MUNICIPIO DE SAN PAULO,PREFEITURA DE MUNICIPIO DE SAN PAULO,,BRAZIL,BRA,O84,,,9901
915,197501042,1,B5469,TELECOMUNICACOES DA BAHIA,TELECOMUNICACOES DA BAHIA,,BRAZIL,BRA,J61,,,8971
916,197501043,1,B2457,STATE OF MATO GROSSO,STATE MATO GROSSO,,BRAZIL,BRA,O84,,,1906
917,197501044,1,B0634,BANCO NACIONAL DO DESENVOLVIMENTO ECONOMICO,BANCO NACIONAL DO DESENVOLVIMENTO ECONOMICO,BNDE,BRAZIL,BRA,K64,,,10281
918,197501045,1,B1163,CENTRAIS ELETRICAS DE MINAS GERAIS,CENTRAIS ELETRICAS DE MINAS GERAIS,CEMIG,BRAZIL,BRA,D35,,,9527
919,197501046,1,B1492,COMPANHIA VALE DO RIO DOCE,COMPANHIA VALE DO RIO DOCE,,BRAZIL,BRA,C24,,,9993
920,197501047,1,B1959,EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA,EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA,,BRAZIL,BRA,H51,,,10157
921,197501048,1,B2457,FEDERATIVE REPUBLIC OF BRAZIL,FEDERATIVE REPUBLIC BRAZIL,,BRAZIL,BRA,O90,,,564
922,197501049,1,B4360,PETROLEO BRASILEIRO,PETROLEO BRASILEIRO,PETROBRAS,BRAZIL,BRA,B06,,,8994
923,197501050,1,B4647,REDE FERROVIARIA FEDERAL,REDE FERROVIARIA FEDERAL,,BRAZIL,BRA,O84,,,9038
924,197501051,1,B4647,REDE FERROVIARIA FEDERAL,REDE FERROVIARIA FEDERAL,,BRAZIL,BRA,O84,,,9038
925,197501052,1,B5469,TELECOMUNICACOES DE MINAS GERAIS,TELECOMUNICACOES DE MINAS GERAIS,,BRAZIL,BRA,J61,,,9529
926,197501053,1,B5470,TELECOMUNICACOES DE SAO PAULO,TELECOMUNICACOES DE SAO PAULO,,BRAZIL,BRA,J61,,,9381
927,197501054,1,B5470,TELECOMUNICACOES DE SAO PAULO,TELECOMUNICACOES DE SAO PAULO,,BRAZIL,BRA,J61,,,9381
928,197501055,1,B1491,COMPANHIA TELEFONICA BRASILEIRA,COMPANHIA TELEFONICA BRASILEIRA,,BRAZIL,BRA,J61,,,2814
929,197501056,1,B1759,DESENVOLVIMENTO RODOVIARIO,DESENVOLVIMENTO RODOVIARIO,DERSA,BRAZIL,BRA,H49,,,9077
930,197501057,1,B2457,FEDERATIVE REPUBLIC OF BRAZIL,FEDERATIVE REPUBLIC BRAZIL,,BRAZIL,BRA,O91,,,564
931,197501058,1,B1164,CENTRAIS ELECTRICAS DE SAO PAULO,CENTRAIS ELECTRICAS DE SAO PAULO,,BRAZIL,BRA,D35,,,9375
932,197501059,1,B1475,COMPANHIA DE URBANIZACAO DE CURITIBA,COMPANHIA DE URBANIZACAO DE CURITIBA,URBS,BRAZIL,BRA,H49,,,9928
933,197501060,1,B1752,DEPARTAMENTO NACIONAL DE ESTRADAS DE RODAGEM,DEPARTAMENTO NACIONAL DE ESTRADAS DE RODAGEM,DNER,BRAZIL,BRA,O84,,,10579
934,197501061,1,B2457,STATE OF PARANA,STATE PARANA,,BRAZIL,BRA,O84,,,1918
935,197501062,1,B1752,DEPARTAMENTO NACIONAL DE ESTRADAS DE RODAGEM,DEPARTAMENTO NACIONAL DE ESTRADAS DE RODAGEM,DNER,BRAZIL,BRA,O84,,,10579
936,197501063,1,B4360,PETROLEO BRASILEIRO,PETROLEO BRASILEIRO,PETROBRAS,BRAZIL,BRA,B06,,,8994
937,197501064,1,B0634,BANCO NACIONAL DO DESENVOLVIMENTO ECONOMICO,BANCO NACIONAL DO DESENVOLVIMENTO ECONOMICO,BNDE,BRAZIL,BRA,K64,,,10281
938,197501065,1,B1489,COMPANHIA SIDERURGICA NACIONAL,COMPANHIA SIDERURGICA NACIONAL,CSN,BRAZIL,BRA,C24,,,10436
939,197501066,1,B1492,COMPANHIA VALE DO RIO DOCE,COMPANHIA VALE DO RIO DOCE,,BRAZIL,BRA,C24,,,9993
940,197501067,1,B4435,POLIBRASIL,POLIBRASIL,,BRAZIL,BRA,P85,,,4746
941,197501068,1,B5469,TELECOMUNICACOES DE SANTA CATARINA,TELECOMUNICACOES DE SANTA CATARINA,,BRAZIL,BRA,J61,,,9875
942,197501069,1,B1468,COMPANHIA DE GAS DE SAO PAULO,COMPANHIA DE GAS DE SAO PAULO,,BRAZIL,BRA,D35,,,9378
943,197501070,1,B3466,LIGHT-SERVICES DE ELECTRICIDADE,LIGHTSERVICES DE ELECTRICIDADE,,BRAZIL,BRA,D35,,,9532
944,197501071,1,B0981,BULGARIAN FOREIGN TRADE BANK,BULGARIAN FOREIGN TRADE BANK,,BULGARIA,BGR,K64,,,173
945,197501072,1,B0981,BULGARIAN FOREIGN TRADE BANK,BULGARIAN FOREIGN TRADE BANK,,BULGARIA,BGR,K64,,,173
946,197501073,1,B0981,BULGARIAN FOREIGN TRADE BANK,BULGARIAN FOREIGN TRADE BANK,,BULGARIA,BGR,K64,,,173
947,197501074,1,B0981,BULGARIAN FOREIGN TRADE BANK,BULGARIAN FOREIGN TRADE BANK,,BULGARIA,BGR,K64,,,173
948,197501075,1,B0981,BULGARIAN FOREIGN TRADE BANK,BULGARIAN FOREIGN TRADE BANK,,BULGARIA,BGR,K64,,,173
949,197501076,1,B0169,ALCAN FINANCE OVERSEASN.V,ALCAN FINANCE OVERSEASNV,,CANADA,CAN,C24,,,6116
950,197501077,1,B5942,WESTBURNE INTERNATIONAL DRILLINGLTD,WESTBURNE INTERNATIONAL DRILLINGLTD,,CANADA,CAN,C26,,,5482
951,197501078,1,B3607,MASSEY FERGUSON CREDIT,MASSEY FERGUSON CREDIT,,CANADA,CAN,K64,,,6169
952,197501079,1,B3607,MASSEY FERGUSON CREDIT,MASSEY FERGUSON CREDIT,,CANADA,CAN,K64,,,6169
953,197501080,1,B5749,UNITED DOMINIONS (CANADA),UNITED DOMINIONS CANADA,,CANADA,CAN,F41,,,7345
954,197501081,1,B2464,REPUBLIC OF COLOMBIA,REPUBLIC COLOMBIA,,COLOMBIA,COL,O84,,,654
955,197501082,1,B3001,INTERCONEXION ELECTRICA,INTERCONEXION ELECTRICA,,COLOMBIA,COL,D35,,,9644
956,197501083,1,B0629,BANCO NACIONAL DE COSTA RICA,BANCO NACIONAL DE COSTA RICA,,COSTA RICA,CRI,K64,,,10267
957,197501084,1,B2975,INSTITUTO COSTARRICENSE DE ELECTRICIDAD,INSTITUTO COSTARRICENSE DE ELECTRICIDAD,,COSTA RICA,CRI,D35,,,10607
958,197501085,1,B0540,BANCO CENTRAL DE COSTA RICA,BANCO CENTRAL DE COSTA RICA,,COSTA RICA,CRI,K64,,,10266
959,197501086,1,B0632,BANCO NACIONAL DE CUBA,BANCO NACIONAL DE CUBA,,CUBA,CUB,K64,,,10205
960,197501087,1,B0632,BANCO NACIONAL DE CUBA,BANCO NACIONAL DE CUBA,,CUBA,CUB,K64,,,10205
961,197501088,1,B2287,FOREIGN TRADE BANK OF CZECHOSLOVAKIA,FOREIGN TRADE BANK CZECHOSLOVAKIA,,CZECHOSLOVAKIA,CSK,K64,,,183
962,197501089,1,B2466,COPENHAGEN COUNTY AUTHORITY,COPENHAGEN COUNTY AUTHORITY,,DENMARK,DNK,O84,,,2566
963,197501090,1,B1763,DET-DANSKE STAALVALSEVAERK AS,DETDANSKE STAALVALSEVAERK AS,,DENMARK,DNK,C24,,,2170
964,197501091,1,B2466,KINGDOM OF DENMARK,KINGDOM DENMARK,,DENMARK,DNK,O84,,,656
965,197501092,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,ECUADOR,ECU,O84,,,553
966,197501093,1,B2516,REPUBLIC OF ECUADOR,REPUBLIC ECUADOR,,ECUADOR,ECU,O84,,,553
967,197501094,1,B1414,COMISION EJUCATIVA HYDROELECTRICA DEL RIO LEMPE,COMISION EJUCATIVA HYDROELECTRICA DEL RIO LEMPE,,EL SALVADOR,SLV,D35,,,10052
968,197501095,1,B2991,INSTITUTO SALVADORENO DE FOMENTO INDUSTRIAL,INSTITUTO SALVADORENO DE FOMENTO INDUSTRIAL,INSAFT,EL SALVADOR,SLV,U99,,,10496
969,197501096,1,B3223,KEMIJOKI OY,KEMIJOKI OY,,FINLAND,FIN,D35,,,2433
970,197501097,1,B3708,OY METSA-BOTNIA,OY METSABOTNIA,,FINLAND,FIN,C17,,,2448
971,197501098,1,B2889,IMATRAN VOIMA OY,IMATRAN VOIMA OY,,FINLAND,FIN,D35,,,2416
972,197501099,1,B3213,OY KAUKUS,OY KAUKUS,,FINLAND,FIN,C30,,,2449
973,197501100,1,B0007,A. AHLSTROM OY,A AHLSTROM OY,,FINLAND,FIN,C17,,,2457
974,197501101,1,B5828,VEITSILUOTO OY,VEITSILUOTO OY,,FINLAND,FIN,C17,,,2454
975,197501102,1,B5424,OY TAMPELLA A/B,OY TAMPELLA AB,,FINLAND,FIN,C16,,,2215
976,197501103,1,B4214,OY WILH. SCHAUMAN,OY WILH SCHAUMAN,,FINLAND,FIN,,,,2417
977,197501104,1,B5480,TEOLLISUUDEN VOIMA OY,TEOLLISUUDEN VOIMA OY,TVO,FINLAND,FIN,D35,,,2415
978,197501105,1,B4006,OY NOKIA AB,OY NOKIA AB,,FINLAND,FIN,J61,,,2217
979,197501106,1,B2210,FINNAIR OY,FINNAIR OY,,FINLAND,FIN,H51,,,2442
980,197501107,1,B4200,OVAKO OY,OVAKO OY,,FINLAND,FIN,C24,,,2443
981,197501108,1,B4265,PARAISTEN KALKKI OY,PARAISTEN KALKKI OY,,FINLAND,FIN,,,,2430
982,197501109,1,B4628,RAUMA-REPOLA OY,RAUMAREPOLA OY,,FINLAND,FIN,C16,,,2459
983,197501110,1,B2593,GROUPEMENT POUR LE FINANCEMENT DES OUVRAGES DE BATIMENT ET DES TRAVAUCX PUBLICS,GROUPEMENT POUR LE FINANCEMENT DES OUVRAGES DE BATIMENT ET DES TRAVAUCX PUBLICS,GOBTP,FRANCE,FRA,F41,,,9430
984,197501111,1,B1916,ELECTRICITE DE FRANCE,ELECTRICITE DE FRANCE,,FRANCE,FRA,D35,,,10591
985,197501112,1,B4005,NOBEL-BOZEL,NOBELBOZEL,,FRANCE,FRA,C20,,,4472
986,197501113,1,B2592,GROUPEMENT DE L'INDUSTRIE SIDERURGIQUE,GROUPEMENT DE LINDUSTRIE SIDERURGIQUE,GIS,FRANCE,FRA,M74,,,9783
987,197501114,1,B1354,CITROEN,CITROEN,,FRANCE,FRA,C29,,,4009
988,197501115,1,B4316,PENNARROYN,PENNARROYN,,FRANCE,FRA,,,,4473
989,197501116,1,B2291,FORREL,FORREL,,FRANCE,FRA,C28,,,4474
990,197501117,1,B5136,SOCIETE GAZOCEAN,SOCIETE GAZOCEAN,,FRANCE,FRA,H50,,,9516
991,197501118,1,B4677,REPUBLIC OF GABON,REPUBLIC GABON,,GABON,GAB,O84,,,652
992,197501119,1,B1765,DEUTSCHE AUSSENHANDELSBANK,DEUTSCHE AUSSENHANDELSBANK,,GERMAN DEMOCRATIC REPUBLIC,DDR,K64,,,1992
993,197501120,1,B1765,DEUTSCHE AUSSENHANDELSBANK,DEUTSCHE AUSSENHANDELSBANK,,GERMAN DEMOCRATIC REPUBLIC,DDR,K64,,,1992
994,197501121,1,B1765,DEUTSCHE AUSSENHANDELSBANK,DEUTSCHE AUSSENHANDELSBANK,,GERMAN DEMOCRATIC REPUBLIC,DDR,K64,,,1992
995,197501122,1,B1765,DEUTSCHE AUSSENHANDELSBANK,DEUTSCHE AUSSENHANDELSBANK,,GERMAN DEMOCRATIC REPUBLIC,DDR,K64,,,1992
996,197501123,1,B1765,DEUTSCHE AUSSENHANDELSBANK,DEUTSCHE AUSSENHANDELSBANK,,GERMAN DEMOCRATIC REPUBLIC,DDR,K64,,,1992
997,197501124,1,B1765,DEUTSCHE AUSSENHANDELSBANK,DEUTSCHE AUSSENHANDELSBANK,,GERMAN DEMOCRATIC REPUBLIC,DDR,K64,,,1992
998,197501125,1,B1765,DEUTSCHE AUSSENHANDELSBANK,DEUTSCHE AUSSENHANDELSBANK,,GERMAN DEMOCRATIC REPUBLIC,DDR,K64,,,1992
999,197501126,1,B5642,TROPIC SHIPPING ENTERPRISES,TROPIC SHIPPING ENTERPRISES,,GREECE,GRC,H50,,,7615
1000,197501127,1,B0701,BANK OF GREECE,BANK GREECE,,GREECE,GRC,K64,,,540
1001,197501128,1,B0701,BANK OF GREECE,BANK GREECE,,GREECE,GRC,K64,,,540
1002,197501129,1,B2643,GUYANA BAUXITE COMPANY,GUYANA BAUXITE COMPANY,,GUYANA,GUY,C24,,,8591
1003,197501130,1,B2791,HONG KONG LAND,HONG KONG LAND,,HONG KONG,HKG,L68,,,7106
1004,197501131,1,B2791,HONG KONG LAND,HONG KONG LAND,,HONG KONG,HKG,L68,,,7106
1005,197501132,1,B2478,THE HONG KONG GOVERNMENT,HONG KONG GOVERNMENT,,HONG KONG,HKG,O84,,,7104
1006,197501133,1,B2478,THE HONG KONG GOVERNMENT,HONG KONG GOVERNMENT,,HONG KONG,HKG,O84,,,7104
1007,197501134,1,B1933,ELEGANCE SHIPPING,ELEGANCE SHIPPING,,HONG KONG,HKG,H50,,,7607
1008,197501135,1,B3605,MASS TRANSIT RAILWAY,MASS TRANSIT RAILWAY,,HONG KONG,HKG,H49,,,5641
1009,197501136,1,B2787,HONG KONG GENERAL LEASE,HONG KONG GENERAL LEASE,,HONG KONG,HKG,,,,7115
1010,197501137,1,B3870,NATIONAL BANK OF HUNGARY,NATIONAL BANK HUNGARY,,HUNGARY,HUN,K64,,,1
1011,197501138,1,B3870,NATIONAL BANK OF HUNGARY,NATIONAL BANK HUNGARY,,HUNGARY,HUN,K64,,,1
1012,197501139,1,B1173,CENTRAL BANK OF ICELAND,CENTRAL BANK ICELAND,,ICELAND,ISL,K64,,,241
1013,197501140,1,B0289,P.T. ANEKA TAMBA G.,PT ANEKA TAMBA G,,INDONESIA,IDN,B07,,,2856
1014,197501141,1,B4217,P.T. INTERNATIONAL NICKEL INDONESIA,PT INTERNATIONAL NICKEL INDONESIA,INCO,INDONESIA,IDN,B07,,,7021
1015,197501142,1,B4679,REPUBLIC OF INDONESIA,REPUBLIC INDONESIA,,INDONESIA,IDN,O84,,,551
1016,197501143,1,B4679,REPUBLIC OF INDONESIA,REPUBLIC INDONESIA,,INDONESIA,IDN,O84,,,551
